ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,UIX Impact,Use,Mode,Intro,Link for more infos,Tags,Consequences ,Advice,Notes,Comment,Possible values,OS,
1930,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription,MpPreferenceAsr,e6db77e5-3df2-4cf1-b95a-636979351e5b,,,,,,0,1,=,Medium,,1,Basic,"This rule prevents malware from abusing WMI to attain persistence on a device. Fileless threats employ various tactics to stay hidden, to avoid being seen in the file system, and to gain periodic execution control. Some threats can abuse the WMI repository and event model to stay hidden.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; WMI,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1931,Microsoft Defender Exploit Guard,ASR: Block abuse of exploited vulnerable signed drivers (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,56a863a9-875e-4185-98a7-b882c64b5ce5,,,,0,1,=,Medium,0,1,Basic,"This rule prevents an application from writing a vulnerable signed driver to disk. In-the-wild, vulnerable signed drivers can be exploited by local applications - that have sufficient privileges - to gain access to the kernel. Vulnerable signed drivers enable attackers to disable or circumvent security solutions, eventually leading to system compromise. The Block abuse of exploited vulnerable signed drivers rule does not block a driver already existing on the system from being loaded.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Drivers,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,With Regedit,,,
1932,Microsoft Defender Exploit Guard,ASR: Block abuse of exploited vulnerable signed drivers,MpPreferenceAsr,56a863a9-875e-4185-98a7-b882c64b5ce5,,,,,,0,1,=,Medium,,1,Basic,"This rule prevents an application from writing a vulnerable signed driver to disk. In-the-wild, vulnerable signed drivers can be exploited by local applications - that have sufficient privileges - to gain access to the kernel. Vulnerable signed drivers enable attackers to disable or circumvent security solutions, eventually leading to system compromise. The Block abuse of exploited vulnerable signed drivers rule does not block a driver already existing on the system from being loaded.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Drivers,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Block ; Audit ; Warn ; Not configured,Windows 10 ; Windows Server,
1950,Microsoft Defender Exploit Guard,Exploit protection: Control flow guard (CFG),Processmitigation,Cfg.Enable,,,,,,On,ON,=,Medium,0,0,Basic,"Control Flow Guard (CFG) is a highly-optimized platform security feature that was created to combat memory corruption vulnerabilities. By placing tight restrictions on where an application can execute code from, it makes it much harder for exploits to execute arbitrary code through vulnerabilities such as buffer overflows. CFG extends previous exploit mitigation technologies such as /GS, DEP, and ASLR. <br/><br/>This feature is available in Microsoft Visual Studio 2015, and runs on ""CFG-Aware"" versions of Windows—the x86 and x64 releases for Desktop and Server of Windows 10 and Windows 8.1 Update (KB3000850). <br/><br/>We strongly encourage developers to enable CFG for their applications. You don't have to enable CFG for every part of your code, as a mixture of CFG enabled and non-CFG enabled code will execute fine. But failing to enable CFG for all code can open gaps in the protection. Furthermore, CFG enabled code works fine on ""CFG-Unaware"" versions of Windows and is therefore fully compatible with them.",https://docs.microsoft.com/en-us/windows/win32/secbp/control-flow-guard,Defender ; Exploit ; CFG,,,,Set-ProcessMitigation -System -Enable CFG,String : Enable ; Disable,Windows 10,
1951,Microsoft Defender Exploit Guard,Exploit protection: Data Execution Prevention (DEP),Processmitigation,DEP.Enable,,,,,,On,ON,=,Medium,0,0,Basic,"Data Execution Prevention (DEP) is a system-level memory protection feature that is built into the operating system starting with Windows XP and Windows Server 2003. DEP enables the system to mark one or more pages of memory as non-executable. Marking memory regions as non-executable means that code cannot be run from that region of memory, which makes it harder for the exploitation of buffer overruns.<br/><br/>DEP prevents code from being run from data pages such as the default heap, stacks, and memory pools. If an application attempts to run code from a data page that is protected, a memory access violation exception occurs, and if the exception is not handled, the calling process is terminated.",https://docs.microsoft.com/en-us/windows/win32/memory/data-execution-prevention,Defender ; DEP,,,,Set-ProcessMitigation -System -Enable DEP,String : Enable ; Disable,At least Windows XP ; Windows server 2003,
1952,Microsoft Defender Exploit Guard,Exploit protection: Override Data Execution Prevention (DEP),Processmitigation,DEP.OverrideDEP,,,,,,False,False,=,Medium,0,0,Basic,"Data Execution Prevention (DEP) is a system-level memory protection feature that is built into the operating system starting with Windows XP and Windows Server 2003. DEP enables the system to mark one or more pages of memory as non-executable. Marking memory regions as non-executable means that code cannot be run from that region of memory, which makes it harder for the exploitation of buffer overruns.<br/><br/>DEP prevents code from being run from data pages such as the default heap, stacks, and memory pools. If an application attempts to run code from a data page that is protected, a memory access violation exception occurs, and if the exception is not handled, the calling process is terminated.",https://docs.microsoft.com/en-us/windows/win32/memory/data-execution-prevention,Defender ; DEP,,,,Set-ProcessMitigation -System -Enable DEP -False,,,
1953,Microsoft Defender Exploit Guard,Force use of Data Execution Prevention (DEP),bcdedit,nx,,,,,,OptIn,AlwaysOn,=,Medium,0,0,Basic,"Data Execution Prevention (DEP) is a system-level memory protection feature that is built into the operating system starting with Windows XP and Windows Server 2003. DEP enables the system to mark one or more pages of memory as non-executable. Marking memory regions as non-executable means that code cannot be run from that region of memory, which makes it harder for the exploitation of buffer overruns.<br/><br/>DEP prevents code from being run from data pages such as the default heap, stacks, and memory pools. If an application attempts to run code from a data page that is protected, a memory access violation exception occurs, and if the exception is not handled, the calling process is terminated.",https://techraptor.net/technology/guides/enable-data-execution-prevention-dep-via-group-policy-or-bcdeditexe,Defender ; DEP,,,,bcdedit.exe /set {current} nx AlwaysOn,String : AlwaysOn ; AlwaysOff ; OptIn ; Optout,At least Windows XP ; Windows server 2003,
1954,Microsoft Defender Exploit Guard,Exploit protection: Force randomization for images (Mandatory ASLR),Processmitigation,ASLR.ForceRelocateImages,,,,,,Off,ON,=,Medium,2,0,Enterprise,"Address Space Layout Randomization (ASLR) mitigates the risk of an attacker using their knowledge of the memory layout of the system in order to execute code that is already present in process memory and already marked as executable.<br/><br/> This can mitigate the risk of an attacker using techniques such as return-to-libc attacks, where the adversary sets the context and then modifies the return address to execute existing code with context that suits the adversary's purpose.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/exploit-protection-reference?view=o365-worldwide#force-randomization-for-images-mandatory-aslr,ASLR ; Exploit,Can't use portable apps.,,,Set-ProcessMitigation -System -Enable ForceRelocateImages,String : Enable ; Disable,All,
1955,Microsoft Defender Exploit Guard,Exploit protection: Override force randomization for images (Mandatory ASLR),Processmitigation,ASLR.OverrideForceRelocateImages,,,,,,False,False,=,Medium,2,0,Enterprise,"Address Space Layout Randomization (ASLR) mitigates the risk of an attacker using their knowledge of the memory layout of the system in order to execute code that is already present in process memory and already marked as executable.<br/><br/> This can mitigate the risk of an attacker using techniques such as return-to-libc attacks, where the adversary sets the context and then modifies the return address to execute existing code with context that suits the adversary's purpose.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/exploit-protection-reference?view=o365-worldwide#force-randomization-for-images-mandatory-aslr,ASLR ; Exploit,Can't use portable apps.,,,,String : Enable ; Disable,All,
1956,Microsoft Defender Exploit Guard,Exploit protection: Randomize memory allocations (Bottom-up ASLR),Processmitigation,ASLR.BottomUp,,,,,,On,ON,=,Medium,0,0,Enterprise,"Randomize memory allocations (Bottom-up ASLR) adds entropy to relocations, so their location is randomized and therefore less predictable. This mitigation requires Mandatory ASLR to take effect.
The size of the 32-bit address space places practical constraints on the entropy that can be added, and therefore 64-bit applications make it more difficult for an attacker to guess a location in memory.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/exploit-protection-reference?view=o365-worldwide#randomize-memory-allocations-bottom-up-aslr,ASLR ; Exploit,,,,Set-ProcessMitigation -System -Enable BottomUp,String : Enable ; Disable,All,
1957,Microsoft Defender Exploit Guard,Exploit protection: Override randomize memory allocations (Bottom-up ASLR),Processmitigation,ASLR.OverrideBottomUp,,,,,,False,False,=,Medium,0,0,Enterprise,"Randomize memory allocations (Bottom-up ASLR) adds entropy to relocations, so their location is randomized and therefore less predictable. This mitigation requires Mandatory ASLR to take effect.
The size of the 32-bit address space places practical constraints on the entropy that can be added, and therefore 64-bit applications make it more difficult for an attacker to guess a location in memory.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/exploit-protection-reference?view=o365-worldwide#randomize-memory-allocations-bottom-up-aslr,ASLR ; Exploit,,,,,String : Enable ; Disable,All,
1958,Microsoft Defender Exploit Guard,Exploit protection: High-entropy ASLR,Processmitigation,ASLR.HighEntropy,,,,,,On,ON,=,Medium,0,0,Enterprise,"This feature introduces 1 TB of variance into the address that bottom-up allocations start from.  This equates to 24 bits of entropy, or a 1 in 16,777,216 chance of guessing the start address correctly.  Since heaps, stacks, and most other memory regions are allocated bottom-up, this has the effect of making traditional address space spraying attacks impractical (such as heap and JIT spraying).  This is because systems today do not have enough memory available to spray the amount that would be needed to achieve even small degrees of reliability.  In addition, executable images that are randomized by the Force ASLR feature receive high degrees of entropy as a result of the high entropy bottom-up randomization feature being enabled for an application. As a result, exploits for vulnerabilities in 64-bit applications that rely on address space spraying will first need to disclose the address at least one bottom-up allocation in order to determine where data may have been placed relative to that address.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/exploit-protection-reference?view=o365-worldwide#force-randomization-for-images-mandatory-aslr,ASLR ; Exploit,,,,Set-ProcessMitigation -System -Enable HighEntropy,String : Enable ; Disable,All,
